mesure,indicateur,id_indicateur,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,cible,pourcentage_cible,date_cible,unite,maille
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,210000.0,2020-06-30,0.0,2017-06-30,210000.0,,730000.0,29.0,2022-12-31,habitants,0 - departemental
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,8690.0,2020-09-30,0.0,2018-03-31,8690.0,,,,,primes et bonus,0 - departemental
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,3633.0,2019-12-31,3073.0,2017-12-31,560.0,18.0,,,,contrats,0 - departemental
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,45.0,2020-06-30,21.0,2017-12-31,24.0,114.0,,,,% de déploiement,0 - departemental
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,90.0,2020-09-30,93.0,2017-09-30,-3.0,-3.0,96.0,-100.0,2022-09-30,unités,0 - departemental
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,3.0,2020-09-30,1.0,2017-09-30,2.0,200.0,4.0,67.0,2022-09-30,classes,0 - departemental
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,137.0,2020-10-31,,,,,,,,amendes dressées dans l'année,0 - departemental
Plan #1jeune1solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,19490.0,2019-12-31,18335.0,2018-12-31,1155.0,6.0,,,,recrutements dans l'année,0 - departemental
Pacte d’ambition pour l’insertion par l’activité économique,Nombre de bénéficiaires en structures d’insertion par l’activité économique,nb-beneficiaires-siae,3262.0,2020-07-31,2549.0,2018-01-31,713.0,28.0,,,,bénéficiaires par mois,1 - regional
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés par les plans de lutte contre la radicalisation dans les quartiers (PLR-Q) et les cellules départementales de lutte contre l'islamisme et le repli communautaire (CLIR),nb-controles-clir,246.0,2019-12-31,138.0,2018-12-31,108.0,78.0,,,,contrôles dans l'année,1 - regional
Déployer le Pass culture,Nombre d’utilisateurs du Pass culture,nb-utilisateurs-pass-culture,13828.0,2020-10-31,0.0,2017-01-01,13828.0,,,,,utilisateurs,1 - regional
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,288.0,2019-12-31,171.0,2017-12-31,117.0,68.0,,,,ordonnances dans l'année,1 - regional
Améliorer la qualité du service rendu à l’usager,Taux de satisfaction des usagers à l’égard des services publics,tx-satisfaction-usagers-services-publics,76.0,2020-12-31,72.0,2017-12-31,4.0,6.0,77.0,80.0,2022-12-31,% de satisfaction,2 - national
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,68941131.0,2019-12-31,68437499.0,2017-12-31,503632.0,1.0,,,,heures de patrouille dans l'année,2 - national
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements/soins 100% santé dans le total des soins dentaire,tx-equipements-dentaire,51.9,2020-09-30,26.08,2019-04-30,26.0,99.0,45.0,136.0,2022-12-31,%,2 - national
Instaurer des zones à faibles émissions,Nombre d'habitants vivant à l'intérieur d'une zone à faible émission,nb-habitants-zfe,5102636.0,2020-12-31,2220445.0,2017-12-31,2882191.0,130.0,,,,habitants,2 - national
